trades,winrate,avg_return_pct_net,profit_factor,expectancy_pct,max_drawdown_pct,total_return_pct,sharpe_trades,sortino_trades,exposure_pct,max_win_streak,max_loss_streak,symbol,timeframe,strategy,kind
98,38.775510204081634,-0.06629433734625188,0.7905070933809795,-0.06629433734625188,-11.791016354811912,-6.461387823962738,-1.0806490189514897,-3.4711607214240914,9.06,4,10,ETHUSDT,15m,MA_10x50_tp1.5_sl1.0,ma_cross
83,43.373493975903614,-0.02523619234838345,0.9147396419382046,-0.02523619234838345,-6.26379636143739,-2.221648925360775,-0.3799381216345979,-1.3655419324405267,6.94,3,7,ETHUSDT,15m,MA_20x50_tp1.5_sl1.0,ma_cross
128,26.5625,-0.22806750498266937,0.5392572625449601,-0.22806750498266937,-27.526536131601976,-25.6172210681084,-3.3983436801788156,-24.556513862460008,10.059999999999999,2,12,ETHUSDT,15m,DONCH_20_atrP0.5_tp1.8_sl1.0,donchian
205,30.73170731707317,-0.12777493446156482,0.5195070336049206,-0.12777493446156482,-23.058573193395336,-23.191592514193747,-4.427541386254545,-16.192499546166395,9.02,3,12,ETHUSDT,15m,BBMR_20_2.0_tp1.2_sl0.8,bbmr
133,36.84210526315789,-0.19516600000300732,0.7352657213768702,-0.19516600000300732,-25.27213008255398,-23.81680409620719,-1.661089742242349,-5.101149700149382,11.72,4,11,ETHUSDT,1h,MA_10x50_tp1.5_sl1.0,ma_cross
110,40.909090909090914,-0.06414212866161947,0.9068628071728974,-0.06414212866161947,-10.736613568048636,-7.824078289175141,-0.47761632435144896,-1.4649306241444795,8.62,3,5,ETHUSDT,1h,MA_20x50_tp1.5_sl1.0,ma_cross
290,35.51724137931034,-0.07800174731229442,0.8992324787541972,-0.07800174731229442,-38.28421736128791,-23.165098550096943,-0.8270803161068293,-2.902008275075426,23.32,5,9,ETHUSDT,1h,DONCH_20_atrP0.5_tp1.8_sl1.0,donchian
122,36.885245901639344,-0.10943738325051713,0.7880515632320476,-0.10943738325051713,-19.460205757662163,-13.008840270577537,-1.2406597463206286,-6.2955942363021915,7.48,4,8,ETHUSDT,1h,BBMR_20_2.0_tp1.2_sl0.8,bbmr
124,44.354838709677416,0.06464001720578823,1.06224403657438,0.06464001720578823,-31.57726973980045,4.9915466222687055,0.31912386954729544,1.1486671923511058,9.86,5,6,ETHUSDT,4h,MA_10x50_tp1.5_sl1.0,ma_cross
92,45.65217391304348,0.1723135716706855,1.1734904016842045,0.1723135716706855,-15.248356688727904,14.405734993114683,0.7241663946795924,2.824811002411045,8.28,3,5,ETHUSDT,4h,MA_20x50_tp1.5_sl1.0,ma_cross
283,39.2226148409894,0.01105875502448218,1.0092183055733708,0.01105875502448218,-26.64986368794088,-6.195909771213726,0.07144127496998805,0.25268370930358713,23.02,4,6,ETHUSDT,4h,DONCH_20_atrP0.5_tp1.8_sl1.0,donchian
65,44.61538461538462,0.13859635758037284,1.2073383434574696,0.13859635758037284,-8.991991234854135,8.516408292486656,0.6973419764309529,2.4267704303317448,3.5000000000000004,4,9,ETHUSDT,4h,BBMR_20_2.0_tp1.2_sl0.8,bbmr
54,46.2962962962963,0.11628950998041171,1.030376995439105,0.11628950998041171,-45.75749379706775,-14.452685678016874,0.0963325031501649,0.17482294057937509,9.60431654676259,4,5,ETHUSDT,1d,MA_10x50_tp1.5_sl1.0,ma_cross
43,39.53488372093023,-0.20292623561698536,0.9514053988927649,-0.20292623561698536,-40.428038615942604,-24.339729612418648,-0.14127036747413904,-0.29839757927343163,8.884892086330936,3,4,ETHUSDT,1d,MA_20x50_tp1.5_sl1.0,ma_cross
169,46.74556213017752,1.323961745673272,1.3712522151545201,1.323961745673272,-56.96195768312477,354.00694278929404,1.8535300237512606,5.209039139711616,22.37410071942446,6,8,ETHUSDT,1d,DONCH_20_atrP0.5_tp1.8_sl1.0,donchian
5,40.0,-1.519689595974528,0.5539457198372557,-1.519689595974528,-3.861630543166994,-8.10002885997908,-0.614749010344668,-1.2644993729669427,0.2158273381294964,2,2,ETHUSDT,1d,BBMR_20_2.0_tp1.2_sl0.8,bbmr
134,38.80597014925373,-0.05773518555675087,0.8273814821262541,-0.05773518555675087,-14.019210187373076,-7.707901529075645,-1.028826465913946,-3.941858639485917,11.48,3,8,SOLUSDT,15m,MA_10x50_tp1.5_sl1.0,ma_cross
77,37.66233766233766,-0.08534751266384874,0.761004618312358,-0.08534751266384874,-7.570134047452781,-6.521148257749553,-1.1303758448990715,-3.8978103650488154,6.0600000000000005,3,6,SOLUSDT,15m,MA_20x50_tp1.5_sl1.0,ma_cross
166,26.506024096385545,-0.2222727926212921,0.5715152579409952,-0.2222727926212921,-33.14646022195548,-31.26877514290224,-3.489633918983724,-20.27261969605245,9.700000000000001,2,12,SOLUSDT,15m,DONCH_20_atrP0.5_tp1.8_sl1.0,donchian
174,37.35632183908046,-0.07642232364227045,0.7064533828019396,-0.07642232364227045,-13.53971027818458,-12.614863334620685,-2.2043345611674887,-9.197197234359225,7.62,4,7,SOLUSDT,15m,BBMR_20_2.0_tp1.2_sl0.8,bbmr
118,44.06779661016949,0.0014555605200935217,1.0016040356688793,0.0014555605200935217,-21.8781987765567,-2.2877508447696093,0.007684002740790897,0.019681724846581816,11.5,4,9,SOLUSDT,1h,MA_10x50_tp1.5_sl1.0,ma_cross
91,46.15384615384615,0.12385616590405955,1.1584047067110614,0.12385616590405955,-20.640957772212886,10.165732288007234,0.6307380032148314,2.2849701118078736,9.1,5,11,SOLUSDT,1h,MA_20x50_tp1.5_sl1.0,ma_cross
313,32.9073482428115,-0.18340337331544637,0.8049872532443697,-0.18340337331544637,-54.571193329977206,-46.68229326137939,-1.73569640206391,-6.27106740544038,26.779999999999998,5,10,SOLUSDT,1h,DONCH_20_atrP0.5_tp1.8_sl1.0,donchian
79,27.848101265822784,-0.28808464978671294,0.5452680471345565,-0.28808464978671294,-22.928279956595553,-20.681315076609074,-2.616370827194298,-12.591596113779412,4.32,4,8,SOLUSDT,1h,BBMR_20_2.0_tp1.2_sl0.8,bbmr
114,43.859649122807014,0.0706953053678111,1.0441283190104327,0.0706953053678111,-32.93645365215953,1.2335609330188069,0.217317973909623,0.7965035295579865,10.18,5,8,SOLUSDT,4h,MA_10x50_tp1.5_sl1.0,ma_cross
