trade_idx,equity
0,0.7698565952720163
1,0.8961064757943563
2,1.082363634094114
3,0.9413611675476846
4,0.8785543715203475
5,1.0325601339819281
6,0.9372411603402933
7,1.0415829994997126
8,1.1754344824720058
9,1.0647979170903032
10,1.2469461410617972
11,1.0972529583774262
12,1.0055717681428218
13,1.0965956418376328
14,1.2801333846290963
15,1.55859243683984
16,1.3812699200986507
17,1.2643694741765756
18,1.18829229076553
19,1.3109817228957772
20,1.2312213830620855
21,1.133581049977809
22,1.2360842369966885
23,1.169950356747585
24,1.0248908196016162
25,0.959817510453062
26,0.8862401650007382
27,0.8240822731015897
28,0.7835001261264678
29,0.7185754873106233
30,0.6737509138068107
31,0.7268359165431147
32,0.8088777910071868
33,0.8846102161747306
34,0.8370237060492732
35,0.9083282382380852
36,0.9846945608072892
37,0.935278384870852
38,0.7232649786640302
39,0.6707876725147472
40,0.7586407674751752
41,0.7082296551527132
42,0.7752325665249848
43,0.7332828020711116
44,0.7790821727879826
45,0.8345997123113019
46,0.9008059628063286
47,1.000246642408846
48,0.9416200216556165
49,0.8868993607519293
50,0.8377164897954533
51,0.795457829477707
52,0.7589559501649839
53,0.7221917729578877
54,0.7880296989008376
55,0.8566690626687693
56,0.8100407173615684
57,0.7511600294814523
58,0.7080898847482878
59,0.791170226168753
60,0.8791033204347809
61,0.8152009607239001
62,0.7490317517041257
63,0.6754925019573563
64,0.8160376585393879
65,0.9489415723679793
66,0.8735890149567712
67,0.8126156877603758
68,0.9046722241027197
69,0.8507590263701087
70,0.9407293453064879
71,0.8922637346792993
72,0.821816576391521
73,0.9330911487804665
74,1.0462487502210558
75,0.9791041428179015
76,0.8388933658605868
77,0.7647572227420288
78,0.8624049217232188
79,0.9559477904336272
80,1.0640070940170359
81,0.9970405013507571
82,0.9398112814047631
83,1.0324118177883836
84,0.9766193358311988
85,1.0931305236108815
86,1.2048328143387805
87,1.1398033115717543
88,1.086114712336091
89,1.2144960197189034
90,1.1226338381138985
91,1.0180726023983953
92,0.9387255380306326
93,1.0157611546633252
94,1.1017045784467938
95,1.041798510728274
96,1.14614144400231
97,1.2935734950205935
98,1.178206577312007
99,1.335464650659303
100,1.6120447534370912
101,1.4857062599669466
102,1.3663970450990872
103,1.5563567229008095
104,1.4749901900784996
105,1.664807587861441
106,1.5818303021308802
107,1.6743765687485763
108,1.6086461486649706
109,1.5361356215879354
110,1.4618786323549278
111,1.3924020375283892
112,1.4914450772990597
113,1.6169410912966398
114,1.73807278292902
115,1.6734021454048693
116,1.6211322841806246
117,1.5585814138121021
118,1.6560716553893358
119,1.5975637030863619
120,1.6819479818541474
121,1.6309043608553864
122,1.5821564268443709
123,1.6655217200035675
124,1.7623899888013181
125,1.85726132064356
126,1.7938653401430207
127,1.9044169738185361
128,2.0250011589084322
129,1.95248666535908
130,1.8702380706043662
131,1.7819547477173214
132,1.8897617613760065
133,2.001804588426497
134,2.123057224658749
135,2.25748393131256
136,2.4200398469274416
137,2.626725498352331
138,2.4992312799758354
139,2.3636031114852036
140,2.5621117638958153
141,2.4505378454595714
142,2.3462169279462284
143,2.5596174918361676
144,2.3531018649191853
145,2.590886026513256
146,2.4745096822493924
147,2.6698401172833877
148,2.8714473102142795
149,3.127426393457429
150,2.978168057087717
151,2.834165823701369
152,2.69222988366537
153,3.0391877671807688
154,3.443358283199343
155,4.063172610866654
156,4.536010138358107
157,4.15082692904669
158,3.9361189668541954
159,3.7078167201747716
160,3.497945617917234
161,3.322999543789869
162,3.6599090208214977
163,3.9563837110642393
164,4.2509228454758565
165,4.5790457517306145
166,4.384186308561419
167,4.194004361691728
168,4.5400694278929405
