trades,winrate,avg_return_pct_net,profit_factor,expectancy_pct,max_drawdown_pct,total_return_pct,sharpe_trades,sortino_trades,exposure_pct,max_win_streak,max_loss_streak,symbol,timeframe,strategy,kind
43,41.86046511627907,-0.19897143089118158,0.9499892159797836,-0.19897143089118158,-39.83273005982873,-22.994279358248903,-0.14488654785463986,-0.2973701277243543,8.920863309352518,3,4,ETHUSDT,1d,MA Cross 20/50,ma_cross_v1
165,46.666666666666664,1.1401555180178626,1.3217150936336806,1.1401555180178626,-59.17626266556114,238.0555724184886,1.628820138604178,4.554768455583451,22.913669064748202,6,8,ETHUSDT,1d,Donchian Breakout 20,donchian_breakout_v1
5,40.0,-1.3359566242620242,0.5675572617512649,-1.3359566242620242,-4.218950304794944,-7.084217671871562,-0.6058547926740558,-1.5155396451633683,0.2158273381294964,2,2,ETHUSDT,1d,BB Mean Reversion 20,bb_mean_reversion_v1
133,44.3609022556391,-0.06841799352850308,0.7987934931559092,-0.06841799352850308,-15.317141244824683,-8.958812153473538,-1.209169118077969,-4.204398011396351,11.04,5,8,SOLUSDT,15m,MA Cross 10/50,ma_cross_v1
75,37.333333333333336,-0.16357226865354293,0.597254061783148,-0.16357226865354293,-12.130117911209371,-11.701444052790466,-2.126053001067135,-6.813602456385176,5.84,4,6,SOLUSDT,15m,MA Cross 20/50,ma_cross_v1
157,31.84713375796178,-0.2003159967512013,0.6304102745718625,-0.2003159967512013,-28.762343478215936,-27.457495673653277,-2.826728424438017,-16.198726407426147,11.24,2,8,SOLUSDT,15m,Donchian Breakout 20,donchian_breakout_v1
78,38.46153846153847,-0.09027626907688359,0.6755127855515076,-0.09027626907688359,-7.333135867925911,-6.888892272178715,-1.632926192601249,-7.11277832470304,3.2,5,9,SOLUSDT,15m,BB Mean Reversion 20,bb_mean_reversion_v1
120,42.5,-0.17618385044097887,0.81646094525101,-0.17618385044097887,-31.425990791841897,-20.943307265453992,-0.9769511063558753,-2.3047591352206065,10.92,4,9,SOLUSDT,1h,MA Cross 10/50,ma_cross_v1
91,48.35164835164835,0.12750372308471403,1.1667499392714011,0.12750372308471403,-20.949651672677305,10.59981408777173,0.6628612807586385,2.2234919937436923,8.64,5,11,SOLUSDT,1h,MA Cross 20/50,ma_cross_v1
314,34.71337579617834,-0.15781362370107557,0.8318468218560352,-0.15781362370107557,-51.66363674956166,-42.48948578776,-1.4579254433700486,-5.297916326559185,27.32,4,12,SOLUSDT,1h,Donchian Breakout 20,donchian_breakout_v1
45,40.0,-0.0900106555710887,0.8365342676918245,-0.0900106555710887,-7.85740170336261,-4.214800156951426,-0.5679474150032956,-2.39092144068036,2.2399999999999998,2,5,SOLUSDT,1h,BB Mean Reversion 20,bb_mean_reversion_v1
116,43.96551724137931,0.07635448479654691,1.0497433253700317,0.07635448479654691,-32.66020947617696,2.2270940723940313,0.24213949582106858,0.7398212995311155,9.5,5,8,SOLUSDT,4h,MA Cross 10/50,ma_cross_v1
91,51.64835164835166,0.34387762537811506,1.2484164463883822,0.34387762537811506,-19.859435767918075,30.148710152248714,0.9994942835862105,2.7363284763290188,6.819999999999999,5,4,SOLUSDT,4h,MA Cross 20/50,ma_cross_v1
311,38.58520900321543,-0.009345936953967302,0.9947677726045302,-0.009345936953967302,-36.40241853356023,-22.90809046729737,-0.04248294763360523,-0.15668396308893043,26.0,5,7,SOLUSDT,4h,Donchian Breakout 20,donchian_breakout_v1
30,26.666666666666668,-0.7648252671742459,0.4831940320811158,-0.7648252671742459,-20.251975469394157,-21.193310102800755,-1.8293801452454679,-5.966596162800415,1.26,2,5,SOLUSDT,4h,BB Mean Reversion 20,bb_mean_reversion_v1
40,42.5,-0.6427840097314508,0.8882197701241118,-0.6427840097314508,-71.147197027021,-45.95378426346491,-0.31737579558894374,-0.5030572868703579,8.210180623973727,3,5,SOLUSDT,1d,MA Cross 10/50,ma_cross_v1
34,52.94117647058824,1.88347212187384,1.384516964045439,1.88347212187384,-45.75742051903365,33.10295008690003,0.7784751275932437,1.2061407492245253,9.250136836343732,4,5,SOLUSDT,1d,MA Cross 20/50,ma_cross_v1
108,50.0,2.86466811503471,1.6167637495933385,2.86466811503471,-61.56568093989969,796.8825665736199,2.3117234123041923,7.301920417023608,22.22222222222222,7,5,SOLUSDT,1d,Donchian Breakout 20,donchian_breakout_v1
3,0.0,-4.365326307441189,0.0,-4.365326307441189,-7.867562633026736,-12.53669457552803,-14.1870455308326,-14.1870455308326,0.5473453749315819,0,3,SOLUSDT,1d,BB Mean Reversion 20,bb_mean_reversion_v1
