trade_idx,equity
0,0.9961884947845525
1,0.9921030014128877
2,0.9877351507665172
3,0.9922731945000294
4,0.9860186273056469
5,0.9795497463209026
6,0.9746683420030664
7,0.9681213189457264
8,0.9592040999278683
9,0.949594133336131
10,0.9446441677185903
11,0.9485970546026589
12,0.944125647620051
13,0.9392427834820065
14,0.9350574344541654
15,0.9310787734279881
16,0.9352076521661045
17,0.9398111238294027
18,0.9333920809132757
19,0.9268411862625398
20,0.9223356626931488
21,0.9265970509124821
22,0.9208245609130129
23,0.9153465201853538
24,0.9115601089007995
25,0.9086955219666689
26,0.9058451768961485
27,0.9081609835878259
28,0.9107913195884183
29,0.9060415432677642
30,0.8985369081281228
31,0.8942904001929836
32,0.8902612191635576
33,0.8941331758730047
34,0.8888266235467809
35,0.8948869133781765
36,0.8977032043323953
37,0.8946355777980327
38,0.8969579302744825
39,0.8921104447881006
40,0.8863168765614458
41,0.8931358526479496
42,0.8965843391988773
43,0.9051093603921975
44,0.9015859270004607
45,0.9043150726646145
46,0.9076576419967789
47,0.9027236379288498
48,0.9084379128283737
49,0.9047419889041322
50,0.9001921005676262
51,0.8953946583661886
52,0.8904154980278783
53,0.8874186004087993
54,0.8844257762655235
55,0.8816816478932845
56,0.8828322339277143
57,0.880337794385409
58,0.8776734564657079
59,0.879187764376923
60,0.8764717166460002
61,0.8734820503152585
62,0.8695374451112203
63,0.8643553783801179
64,0.8586680144151242
65,0.8633681662912558
66,0.8661419967508963
67,0.8678857070873598
68,0.864927506991999
69,0.8619296413740695
70,0.8587793154076941
71,0.8610201914871078
72,0.857013236751772
73,0.8606795328534433
74,0.8642137795524505
75,0.8665500246528879
76,0.8694670104813137
77,0.8670048838586157
78,0.863994985146078
79,0.8608806781118893
80,0.8576044616498582
81,0.8538386031711578
82,0.8571527920734276
83,0.8540017418773057
84,0.8561428964073956
85,0.85310834790473
86,0.8549718928371444
87,0.8517350601176796
88,0.8546145507015335
89,0.8585224459875482
90,0.8549349066179641
91,0.8581759482348214
92,0.8541372410642786
93,0.8499413115234307
94,0.8453397110471531
95,0.8405403945233954
96,0.8370356004706341
97,0.8415399068883043
98,0.8472933728461455
99,0.8429076416300729
100,0.8464445645237795
101,0.8429495104832242
102,0.8396373230103484
103,0.8427038517980188
104,0.8449404131475783
105,0.8415804562738929
106,0.8439870172123727
107,0.8482253691834551
108,0.8438373823594468
109,0.8471127513548861
110,0.843909581571221
111,0.8406405227728788
112,0.8368068200885641
113,0.8312910037992897
114,0.8260982699760437
115,0.8343975300424052
116,0.8316107058389881
117,0.8334817179851892
118,0.830405661620711
119,0.8331472554550715
120,0.8291513612560741
121,0.8260997768022732
122,0.8279807824277863
123,0.8301582014347043
124,0.832495077581587
125,0.8348190044858791
126,0.8378127506674646
127,0.833958339818344
128,0.8379183628527929
129,0.8431509204721355
130,0.8377758170653947
131,0.8324315059029143
132,0.8379632387398555
133,0.8443265210340068
134,0.8509707827362301
135,0.8573329754752628
136,0.8529445386405238
137,0.8544208239338402
138,0.8515579679484717
139,0.8486637386542131
140,0.8455291899971934
141,0.8418310236024272
142,0.8456608287837616
143,0.8406656295324102
144,0.8436947742210559
145,0.8397251257174746
146,0.8437926286231323
147,0.840077298397829
148,0.843693057687027
149,0.8398660367282308
150,0.8439504398583794
151,0.8380087226812731
152,0.8332597648566789
153,0.8367335892361323
154,0.8407471813262106
155,0.8366008254196737
156,0.8316400696756148
157,0.8256327769616935
158,0.8270918412605506
159,0.8292661974065736
160,0.8262532516721923
161,0.8231100506792725
162,0.8256087428068646
163,0.8296906287708702
164,0.825089267956014
165,0.8273962007558516
166,0.8314136968109681
167,0.8349808319700633
168,0.8382067897584968
169,0.8339753897707528
170,0.8294346089325914
171,0.8327540456505211
