trade_idx,equity
0,0.9850715704782248
1,1.0046117244123545
2,0.9868955231117289
3,0.9775128652075369
4,0.9669002953055964
5,0.9571025886603647
6,0.9455315936240388
7,0.9626619051926362
8,0.9493104255023065
9,0.9373305697026613
10,0.9258497828708776
11,0.9186615666867654
12,0.9243392975959716
13,0.9129349418376487
14,0.927722809171381
15,0.9166519678031237
16,0.930767438241624
17,0.944994855747882
18,0.932791362847911
19,0.9482484260645723
20,0.928115695224539
21,0.9133820357816799
22,0.8952282231114163
23,0.8782981035611348
24,0.8614957973364669
25,0.8818342430359362
26,0.8651395933847209
27,0.8526034355018156
28,0.8714695844085439
29,0.8514249453371785
30,0.8761258314444633
31,0.8943387865482325
32,0.882208305436374
33,0.8672875427584747
34,0.8556665021467287
35,0.8698610546271197
36,0.9089717901430493
37,0.8889607270441506
38,0.9159908476368087
39,0.8993931251632407
40,0.9334905691748423
41,0.9583405793409827
42,0.9415731918892006
43,0.9643851248537815
44,0.996044262668225
45,0.9782577260443612
46,1.0048209131417907
47,0.9885903909005371
48,1.0084358036999317
49,0.9968571063821655
50,1.014255294139034
51,1.0370333940993526
52,1.014182760112787
53,1.0384238355228539
54,1.0154068619446517
55,0.9980425692984335
56,0.9813744711376513
57,1.0066887099508899
58,1.0364500578840565
59,1.0543842530641276
60,1.0377894481322465
61,1.0214640236480215
62,1.0506409436400619
63,1.0835183774744435
64,1.0534003705380148
65,1.0892822325282971
66,1.0632697427580347
67,1.0859863542296841
68,1.116915397796748
69,1.1529182653755308
70,1.1219707405827928
71,1.083645691054919
72,1.044730772756527
73,1.0184214339513797
74,1.047809681820784
75,1.023315097990062
76,1.057859582081922
77,1.0858291173762373
78,1.0619228638805762
79,1.1050782620565756
80,1.0815573369826503
81,1.1124015402761123
82,1.092906693525388
83,1.12709185086525
84,1.1024750552465628
85,1.0823022083309357
86,1.056794979612518
87,1.082663828512313
88,1.055245697292131
89,1.0770380888640958
90,1.1137784807644047
91,1.1440573499311468
