trade_idx,equity
0,0.9897473854028156
1,1.0016758384938291
2,1.0152384956860183
3,1.0070379014627744
4,0.9989729326995537
5,0.9895326303726453
6,1.0016056804928428
7,0.9913239994365183
8,0.9801746323977265
9,0.9721833115198243
10,0.9825018801014196
11,0.9747748287979635
12,0.9684698011083711
13,0.9621349827675605
14,0.9712046760654087
15,0.961241024153668
16,0.9491514404018264
17,0.9406819623004434
18,0.9528995681836828
19,0.9616693264633728
20,0.9669277427195537
21,0.9605283971205097
22,0.9539110611343289
23,0.9468405609376471
24,0.9379592836597721
25,0.930018487557531
26,0.9210641650238173
27,0.9126829559991055
28,0.923725251575396
29,0.9148334219845327
30,0.9068792655174327
31,0.8999059568397964
32,0.8839241758475388
33,0.8973417599044522
34,0.8863799477263582
35,0.8768623306679949
36,0.8632128937574023
37,0.8494251962530851
38,0.8421809631418449
39,0.834483044749412
40,0.8427761821586308
41,0.8529179079650233
42,0.8457114063948933
43,0.8544229823564646
44,0.84636075939729
45,0.8531946294066138
46,0.8455451948494652
47,0.8387460000802875
48,0.8300827010393095
49,0.8192519444966047
50,0.8093518420914743
51,0.8290057735664547
52,0.8203267500425567
53,0.8332850720762931
54,0.8251818140852241
55,0.8325083641792564
56,0.840162260597859
57,0.8495687771468977
58,0.8587207784730767
59,0.8495672387582468
60,0.8611673332573585
61,0.8546563719491036
62,0.861245278537606
63,0.8548349246396642
64,0.8497933163317787
65,0.8455185984517143
66,0.8398106434103211
67,0.8462178642976339
68,0.8396942398950573
69,0.8323812922245309
70,0.8273563739067675
71,0.832683735477005
72,0.8389945359841141
73,0.8324474584366919
74,0.8269577166915579
75,0.8174055124964065
76,0.8093247764565907
77,0.8020483621929525
78,0.7942039136229906
79,0.7866971074590298
80,0.7793650043627497
81,0.7877330602596961
