,ts_signal,side,entry_price,tp_price,sl_price,outcome,pnl,bars_held,exit_price
0,2019-12-26 00:00:00,LONG,133.43,135.65465800663557,132.19407888520246,LOSS,-0.009262692908622862,1,132.19407888520246
1,2019-12-29 11:00:00,LONG,137.78,140.15148026428432,136.46251096428648,LOSS,-0.009562266190401517,1,136.46251096428648
2,2019-12-31 01:00:00,LONG,137.66,140.23872990551584,136.22737227471342,LOSS,-0.010407000764830593,1,136.22737227471342
3,2019-12-31 17:00:00,SHORT,129.22,126.39353854296817,130.79025636501768,LOSS,-0.012151805951228016,3,130.79025636501768
4,2020-01-03 08:00:00,LONG,131.87,133.869356044816,130.7592466417689,WIN,0.015161568550966729,8,133.869356044816
5,2020-01-03 16:00:00,LONG,133.46,135.20074301616222,132.49292054657656,WIN,0.013043181598697834,14,135.20074301616222
6,2020-01-05 04:00:00,LONG,136.16,137.68767791007298,135.31129004995944,LOSS,-0.006233181184199161,4,135.31129004995944
7,2020-01-05 15:00:00,LONG,137.77,139.15181218063773,137.00232656631238,LOSS,-0.005572137865192956,4,137.00232656631238
8,2020-01-06 02:00:00,LONG,138.41,141.5826205326345,136.6474330374253,WIN,0.022921902554978044,5,141.5826205326345
9,2020-01-06 08:00:00,LONG,141.27,143.99722888985252,139.75487283897084,WIN,0.01930508168650465,9,143.99722888985252
10,2020-01-08 00:00:00,LONG,147.0,149.4294990885908,145.65027828411624,LOSS,-0.009181780380161632,2,145.65027828411624
11,2020-01-10 15:00:00,LONG,142.31,145.06389018282468,140.78006100954184,WIN,0.01935134693854737,15,145.06389018282468
12,2020-01-10 19:00:00,LONG,144.58,147.4254622425983,142.99918764300097,LOSS,-0.010933824574623371,2,142.99918764300097
13,2020-01-11 16:00:00,LONG,146.5,149.00706896752428,145.10718390693094,LOSS,-0.009507277085795619,5,145.10718390693094
14,2020-01-14 04:00:00,LONG,150.47,152.5716732459189,149.30240375226728,LOSS,-0.007759661379229863,1,149.30240375226728
15,2020-01-14 09:00:00,LONG,151.16,153.48221825796068,149.86987874557738,WIN,0.015362650555442479,1,153.48221825796068
16,2020-01-14 14:00:00,LONG,155.74,159.02124186967973,153.91708785017795,WIN,0.021068716255809156,1,159.02124186967973
17,2020-01-14 17:00:00,LONG,160.31,164.77979095761162,157.82678280132689,WIN,0.027882171777254206,1,164.77979095761162
18,2020-01-15 00:00:00,LONG,171.43,180.19354292757538,166.5613650402359,LOSS,-0.028400133930841207,3,166.5613650402359
19,2020-01-18 13:00:00,LONG,175.0,178.80055418396648,172.88858100890752,LOSS,-0.012065251377671303,2,172.88858100890752
20,2020-01-18 16:00:00,LONG,175.62,183.35913904598192,171.32047830778782,LOSS,-0.02448195929969355,6,171.32047830778782
21,2020-01-18 23:00:00,LONG,175.61,183.14988009577013,171.42117772457217,LOSS,-0.023852982605932684,4,171.42117772457217
22,2020-01-24 02:00:00,SHORT,159.0,156.155620218754,160.58021098958113,WIN,0.017889181014125816,3,156.155620218754
23,2020-01-24 09:00:00,SHORT,156.36,153.6044692494907,157.89085041694963,LOSS,-0.00979055012119224,2,157.89085041694963
